ID,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
1032,5,2,V1,3,V1,5,V0,3676,1,V3,V1,yes,2966,V3,1,V1,F,V4,V3,36,T,0,V1,3,V0,1713,V4,,,3676,V1,V3
1033,11,1,V4,3,V2,11,V2,2365,3,V4,V1,yes,7352,V3,1,V2,F,V4,V4,35,T,0,V2,1,V0,50186,V4,,,2365,V2,V1
1034,47,1,V1,4,V2,47,V0,3059,4,V3,V1,yes,5426,V3,1,V2,F,V2,V4,28,T,0,V2,2,V3,34309,V2,,,3059,V1,V3
1035,36,1,V2,3,V1,36,V0,6887,4,V3,V1,yes,5981,V2,1,V1,F,V3,V3,28,T,0,V2,1,V6,26035,V3,,,6887,V2,V3
1036,8,1,V3,2,V1,8,V0,1422,3,V4,V1,yes,4577,V3,1,V1,F,V2,,26,T,0,V3,1,V0,45457,V2,,,1422,V2,V3
1037,36,1,V4,4,V2,36,V0,2820,4,V3,V1,yes,6820,V3,1,V2,F,V4,V2,27,T,0,V2,2,V0,8778,V4,,,2820,V1,V1
1038,8,1,V4,2,V2,8,V0,958,1,V3,V1,no,5341,V3,1,V2,F,V2,V3,29,T,0,V2,1,V2,31072,V2,,,958,V1,V2
1039,6,1,V4,3,V2,6,V0,2063,4,V4,V1,yes,6399,V3,1,V2,F,V2,V2,30,T,0,V1,1,V3,13135,V2,,,2063,V2,V4
1040,18,1,V2,2,V2,18,V4,1042,4,V3,V1,yes,5016,V3,1,V2,F,V2,V3,33,T,0,V2,1,V0,27574,V2,,,1042,V1,V2
1041,19,1,V1,4,V2,19,V4,6467,1,V4,V1,yes,3763,V3,1,V2,F,V2,V1,59,T,0,V2,1,V1,26395,V2,,,6467,V2,V1
1042,14,1,V4,2,V1,14,V4,1274,4,V3,V1,yes,3162,V3,1,V1,F,V2,V3,23,T,0,V1,1,V4,59867,V2,,,1274,V1,V2
1043,11,1,V3,1,V1,11,V0,2148,4,V3,V1,yes,5677,V3,1,V1,F,V1,V3,29,T,0,V3,1,V3,61946,V1,,,2148,V1,V1
1044,5,1,V2,4,V2,5,V0,1209,4,V4,V1,yes,5766,V3,1,V2,F,V3,V1,47,T,0,V2,1,V0,44643,V3,,,1209,V2,V3
1045,15,1,V2,3,V2,15,V3,1512,3,V3,V1,yes,4938,V2,1,V2,F,V3,V3,61,T,0,V2,2,V5,38256,V3,,,1512,V1,V4
1046,35,1,V3,4,V4,35,V0,1819,4,V3,V1,yes,4915,V2,1,V4,F,V2,V3,37,T,0,V3,1,V6,71450,V2,,,1819,V2,V3
1047,15,1,V4,4,V1,15,V0,1403,2,V3,V1,yes,4596,V3,1,V1,F,V2,V3,27,T,0,V1,1,V0,22059,V2,,,1403,V1,V2
1048,36,1,V4,4,V4,36,V2,2299,4,V3,V1,yes,5826,V3,1,V4,F,V2,V5,39,T,0,V2,1,V3,86305,V2,,,2299,V1,V3
1049,8,2,V3,3,V2,8,V3,1136,4,V3,V1,yes,4370,V3,1,V2,F,V4,V5,32,T,0,V3,2,V6,25036,V4,,,1136,V1,V3
1050,29,,V2,4,V4,29,V4,4810,2,V2,V1,yes,4752,V2,1,V4,F,V2,V4,24,T,0,V1,1,V1,125181,V2,,,4810,V1,V2
1051,23,1,V2,2,V1,23,V0,3160,4,V3,V1,yes,4956,V3,1,V1,F,V1,V3,31,T,0,V1,1,V9,1224,V1,,,3160,V2,V3
1052,17,1,V2,2,V4,17,V0,2775,2,V3,V1,yes,6159,V1,1,V4,F,V4,V4,30,T,0,V2,2,V0,55283,V4,,,2775,V1,V3
1053,6,2,V1,2,V4,6,V4,1897,1,V2,V1,yes,4626,V3,1,V4,F,V4,V3,33,T,0,V2,2,V3,52237,V4,,,1897,V1,V3
1054,18,2,V2,4,V1,18,V4,7511,1,V3,V1,yes,4171,V3,1,V1,F,V2,V5,50,T,0,V3,1,V1,30689,V2,,,7511,V2,V3
1055,12,1,V4,4,V4,12,V2,1123,4,V2,V1,yes,3580,V3,1,V4,F,V2,V3,29,T,0,V1,1,V2,34204,V2,,,1123,V1,V2
1056,47,2,V2,3,V1,47,V0,4787,4,V3,V1,yes,4165,V3,1,V1,F,V2,V4,25,T,0,V2,1,V1,24312,V2,,,4787,V1,V3
1057,12,1,V1,2,V4,12,V0,1412,4,V4,V3,yes,5736,V3,1,V4,F,V4,V3,28,T,0,V2,2,V9,109001,V4,,,1412,V2,V2
1058,18,1,V1,4,V1,18,V0,2038,1,V3,V1,yes,3974,V1,1,V1,F,V2,V3,20,T,0,V1,1,V2,21900,V2,,,2038,V1,V2
1059,12,1,V1,2,V1,12,V0,1228,4,V2,V1,yes,5964,V3,1,V1,F,V2,,23,T,0,V2,1,V0,83074,V2,,,1228,V1,V2
1060,36,1,V4,1,V1,36,V0,9271,2,V3,V1,yes,4660,V3,1,V1,F,V2,V4,24,T,0,V2,1,V0,68724,V2,,,9271,V2,V3
1061,24,1,V2,3,V1,24,V0,4816,2,V3,V2,yes,3459,V3,1,V1,F,V2,V4,30,T,0,V2,1,V0,29682,V2,,,4816,V2,V3
1062,20,1,V1,4,V4,20,V4,3485,2,V3,V1,yes,5192,V3,1,V4,F,V4,V2,44,T,0,V2,2,V0,52217,V4,,,3485,V2,V1
1063,36,1,V2,4,V4,36,V0,7126,2,V3,V1,yes,4662,V3,1,V4,F,V4,V2,22,T,0,V1,2,V2,32108,V4,,,7126,V2,V2
1064,23,1,V1,4,V4,23,V1,1468,4,V2,V1,yes,5456,V3,1,V4,F,V2,V5,40,T,0,V1,1,V0,51437,V2,,V1,1468,V1,V4
1065,,1,V2,1,V4,18,V0,1055,4,V3,V1,yes,3411,V3,1,V4,F,V4,V2,29,T,0,V2,2,V0,30926,V4,,,1055,V1,V2
1066,47,1,V1,2,V4,47,V4,3913,4,V3,V1,yes,6840,V1,1,V4,F,V2,V3,37,T,0,V2,1,V9,22632,V2,,,3913,V1,V1
1067,11,1,V2,3,V2,11,V0,2969,4,V3,V1,yes,4504,V3,1,V2,F,V5,V2,24,T,0,V1,2,V2,31326,V5,,,2969,V1,V2
1068,15,1,V2,2,V1,15,V0,3959,3,V3,V1,yes,5376,V3,1,V1,F,V2,V3,28,T,0,V2,1,V0,10481,V2,,,3959,V2,V2
1069,17,1,V1,2,V4,17,V1,1863,4,V3,V1,yes,3834,V3,1,V4,F,V4,V3,30,T,0,V2,2,V6,43535,V4,,,1863,V1,V2
1070,38,1,V1,2,V2,38,V0,4932,2,V3,V3,yes,5534,V3,1,V2,F,V4,V4,25,T,0,V2,2,V3,19164,V4,,,4932,V1,V3
1071,11,1,V1,2,V4,11,V0,706,4,V3,V1,yes,6233,V1,1,V4,F,V2,V3,30,T,0,V2,2,V3,33726,V2,,,706,V1,V3
1072,11,1,V4,1,V1,11,V0,2576,2,V3,V1,yes,3494,V3,1,V1,F,V2,V3,42,T,0,V2,1,V2,19081,V2,,,2576,V1,V1
1073,35,1,V4,1,V1,35,V0,2145,2,V3,V1,yes,3907,V3,1,V1,F,V3,V4,23,T,0,V2,2,V9,10229,V3,,,2145,V2,V3
1074,11,1,V3,4,V4,11,V4,2278,4,V3,V1,yes,6092,V3,1,V4,F,V2,V3,37,T,0,V3,1,V3,22657,V2,,,2278,V2,V3
1075,18,1,V4,2,V1,18,V0,1130,4,V3,V1,yes,4552,V3,1,V1,F,V2,V1,33,T,0,V2,1,V2,13861,V2,,,1130,V1,V2
1076,12,1,V2,4,V1,12,V0,4842,3,V3,V2,yes,5324,V3,1,V1,F,V4,V5,42,T,0,V1,2,V0,76771,V4,,,4842,V2,V3
1077,6,1,V3,4,V1,6,V0,1871,4,V4,V1,yes,4802,V3,1,V1,F,V4,V1,36,T,0,V3,3,V2,91289,V4,,,1871,V2,V3
1078,24,1,V2,4,V1,24,V0,1206,4,V3,V1,yes,5824,V3,1,V1,F,V2,V2,23,T,0,V1,1,V0,36967,V2,,,1206,V1,V2
1079,9,1,V4,4,V4,9,V0,2134,4,V3,V1,yes,5123,,1,V4,F,V4,V3,47,T,0,V2,3,V0,30602,V4,,,2134,V2,V3
1080,12,1,V1,2,V4,12,V0,1075,2,V3,V1,no,6027,V3,1,V4,F,V2,V3,26,T,0,V2,1,V9,5222,V2,,,1075,V2,V4
1081,24,1,V2,2,V1,24,V4,7721,1,V3,V1,no,4742,V3,1,V1,F,V2,V2,30,T,0,V2,1,V2,23282,V2,,,7721,V2,V2
1082,8,1,V4,3,V2,8,V0,1500,2,V4,V1,yes,6073,V3,1,V2,F,V4,V5,33,T,0,V2,2,V6,12710,V4,,,1500,V2,V2
1083,20,1,V3,4,V4,20,V4,12680,4,V4,V1,yes,3482,V3,1,V4,F,V4,V5,30,T,0,V3,1,V0,34511,V4,,,12680,V2,V3
1084,36,1,V4,4,V4,36,V2,7678,2,V3,V1,yes,5667,V3,1,V4,F,V3,V4,39,T,0,V2,2,V2,24203,V3,,,7678,V2,V2
1085,24,1,V4,4,V1,24,V0,3551,3,V3,V1,yes,4018,V1,1,V1,F,V1,V4,27,T,0,V2,1,V2,96588,V1,,,3551,V1,V3
1086,48,2,V4,2,V4,48,V4,7628,4,V4,V1,yes,4192,V1,1,V4,F,V4,V5,45,T,0,V2,2,V9,91429,V4,,,7628,V1,V1
1087,7,1,V1,4,V1,7,V0,731,4,V2,V1,yes,5403,V3,1,V1,F,V4,V5,47,T,0,V2,2,V0,100377,V4,,,731,V1,V3
1088,20,1,V2,3,V2,20,V0,3651,2,V3,V1,yes,6348,V3,1,V2,F,V4,V4,27,T,0,V2,2,V9,23856,V4,,,3651,V1,V3
1089,36,1,V3,2,V2,36,V4,3989,3,V1,V1,yes,3106,V1,1,V2,F,V1,V2,29,T,0,V2,1,V4,12191,V1,,,3989,V1,V2
1090,48,1,V3,4,V2,48,V4,5381,3,V1,V1,yes,5528,V1,1,V2,F,V2,V1,40,T,0,V3,1,V10,47912,V2,,,5381,V2,V3
1091,41,1,V2,1,V3,41,V0,6289,2,V3,V1,yes,5035,V3,1,V3,F,V5,V2,33,T,0,V2,2,V9,40705,V5,,,6289,V1,V1
1092,47,1,V3,4,V1,47,V0,7762,4,V4,V1,yes,5462,V1,1,V1,F,V2,V5,42,T,0,V3,1,V0,105176,V2,,,7762,V1,V3
1093,11,1,V3,4,V4,11,V4,2858,4,V4,V1,yes,6342,V3,1,V4,F,V2,V1,37,T,0,V2,1,V0,49535,V2,,,2858,V2,V3
1094,6,1,V4,4,V4,6,V0,426,4,V2,V1,yes,5574,V3,1,V4,F,V5,,38,T,0,V2,1,V3,42915,V5,,,426,V1,V4
1095,11,1,V2,2,V4,11,V2,1385,2,V3,V1,yes,4229,V3,1,V4,F,V2,V3,26,T,0,V2,1,V0,56036,V2,,,1385,V1,V2
1096,24,2,V3,4,V4,24,V0,1596,4,V3,V1,yes,5804,V3,1,V4,F,V4,V5,53,T,0,V3,2,V6,46252,V4,,,1596,V1,V3
1097,41,1,V4,3,V1,41,V4,7174,4,V4,V1,yes,6998,V3,1,V1,F,V2,V4,30,T,0,V2,1,V3,22782,V2,,,7174,V2,V2
1098,36,2,V4,1,V2,36,V0,2272,3,V3,V1,yes,4468,V3,1,V2,F,V2,V4,31,T,0,V2,2,V6,14115,V2,,,2272,V1,V3
1099,9,2,V1,2,V4,9,V1,2848,1,V3,V2,yes,4189,V3,1,V4,F,V2,V3,31,T,0,V2,1,V1,58455,V2,,,2848,V1,V3
1100,23,1,V2,4,V1,23,V0,2957,4,V3,V1,yes,4219,V3,1,V1,F,V4,V5,62,T,0,V2,2,V1,46305,V4,,,2957,V2,V3
